id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
3648,2018-11-21,shot,other,48,M,H,Fort Collins,CO,True,undetermined,Not fleeing,True
3649,2018-11-21,shot,gun,32,M,B,Springfield,VA,False,other,Not fleeing,False
3650,2018-11-22,shot,gun,54,M,B,San Francisco,CA,False,attack,Not fleeing,False
3651,2018-11-22,shot,undetermined,34,M,B,Georgetown,NC,False,other,Not fleeing,False
3652,2018-11-23,shot,gun,29,M,W,Lincoln,GA,False,attack,Other,False
3653,2018-11-23,shot,gun,23,M,H,Springfield,TN,False,other,Not fleeing,True
3654,2018-11-23,shot,gun,38,M,W,Georgetown,WI,True,attack,Not fleeing,False
3655,2018-11-24,shot,other,24,M,O,Georgetown,WA,True,undetermined,Not fleeing,False
3656,2018-11-24,shot,gun,31,M,H,Madison,MN,True,attack,Not fleeing,False
3657,2018-11-25,shot,knife,41,M,B,Phoenix,AZ,False,other,Foot,False
3658,2018-11-25,shot and Tasered,knife,61,M,W,Sacramento,CA,True,other,Foot,True
3659,2018-11-25,shot,gun,37,M,W,Dallas,TX,True,attack,Not fleeing,False
3660,2018-11-26,shot,gun,26,M,W,Riverside,GA,False,undetermined,Foot,False
3661,2018-11-26,shot and Tasered,gun,39,M,B,Scottsdale,AZ,True,attack,Car,False
3662,2018-11-27,shot,other,60,M,W,San Diego,CA,True,attack,Not fleeing,True
3663,2018-11-27,shot,unarmed,37,M,B,Madison,NC,False,other,Foot,False
3664,2018-11-27,shot,unarmed,65,M,W,Boulder,CO,True,undetermined,Foot,False
3665,2018-11-28,shot,gun,41,F,O,Houston,TX,False,attack,Not fleeing,False
3666,2018-11-28,shot,gun,52,M,W,Tempe,AZ,False,undetermined,Car,False
3667,2018-11-28,shot,gun,44,M,O,Riverside,NM,True,attack,Foot,False
3668,2018-11-29,shot,knife,64,M,N,Scottsdale,AZ,False,other,Car,False
3669,2018-11-29,shot,knife,85,M,B,Springfield,NV,False,other,Not fleeing,False
3670,2018-11-30,shot,unarmed,35,M,H,Lincoln,MO,False,attack,Not fleeing,False
3671,2018-11-30,shot,undetermined,43,M,W,Springfield,NC,False,undetermined,Other,False
3672,2018-11-30,shot,gun,61,M,B,Orlando,FL,False,attack,Not fleeing,False
3673,2018-12-01,shot,vehicle,45,M,W,Colorado Springs,CO,False,other,Car,False
3674,2018-12-01,shot,knife,23,M,W,Springfield,MO,False,other,Foot,False
3675,2018-12-02,shot,gun,37,M,B,Aurora,CO,False,other,Not fleeing,False
3676,2018-12-02,shot,knife,44,M,B,Houston,TX,False,other,Not fleeing,False
3677,2018-12-02,shot,undetermined,71,M,B,San Francisco,CA,False,attack,Not fleeing,False
3678,2018-12-03,shot,gun,42,M,W,Lincoln,NM,False,other,Not fleeing,False
3679,2018-12-03,shot,gun,30,M,W,Georgetown,NC,False,other,Car,False
3680,2018-12-04,shot,gun,45,M,W,Lincoln,PA,False,undetermined,Foot,False
3681,2018-12-04,shot,undetermined,68,M,W,Riverside,OH,False,attack,Not fleeing,False
3682,2018-12-04,shot,unarmed,33,M,W,Lincoln,NM,False,attack,Foot,False
3683,2018-12-05,shot,gun,34,M,W,Madison,NY,False,attack,Other,False
3684,2018-12-05,shot,knife,33,M,W,Madison,OH,False,attack,Foot,False
3685,2018-12-05,Tasered,gun,27,M,H,Springfield,KY,True,attack,Not fleeing,False
3686,2018-12-06,shot,gun,42,M,W,Lincoln,NV,True,attack,Foot,False
3687,2018-12-06,shot,gun,40,M,B,Sacramento,CA,False,other,Car,True
3688,2018-12-07,shot,gun,24,M,W,Dallas,TX,False,attack,Foot,False
3689,2018-12-07,shot,gun,31,M,A,Springfield,VA,False,other,Not fleeing,True
3690,2018-12-07,shot,vehicle,44,M,B,Springfield,AR,False,undetermined,Not fleeing,True
3691,2018-12-08,shot,unarmed,52,M,W,Lincoln,NY,False,attack,Not fleeing,True
3692,2018-12-08,shot,gun,57,M,B,Georgetown,NY,True,attack,Not fleeing,True
3693,2018-12-09,shot,gun,53,M,W,Lincoln,PA,True,attack,Not fleeing,True
3694,2018-12-09,shot,gun,41,M,B,Lincoln,NC,False,other,Not fleeing,False
3695,2018-12-09,shot,gun,25,M,W,Lincoln,OK,False,other,Not fleeing,False
3696,2018-12-10,shot,gun,38,M,O,San Diego,CA,False,attack,Other,False
3697,2018-12-10,shot,undetermined,20,M,W,Springfield,WI,True,other,Not fleeing,False
3698,2018-12-11,shot,gun,44,M,W,Madison,IL,True,attack,Foot,False
3699,2018-12-11,shot,gun,33,M,H,Georgetown,PA,True,other,Not fleeing,False
3700,2018-12-11,shot,gun,21,M,W,Tucson,AZ,False,attack,Car,False
3701,2018-12-12,shot,other,47,M,H,Fort Worth,TX,True,undetermined,Not fleeing,False
3702,2018-12-12,shot,gun,68,M,B,Springfield,GA,True,attack,Not fleeing,True
3703,2018-12-12,shot,gun,24,M,H,Riverside,TN,False,attack,Car,False
3704,2018-12-13,shot,gun,48,M,W,Georgetown,PA,False,other,Car,False
3705,2018-12-13,shot,gun,36,F,H,Springfield,GA,False,attack,Car,False
3706,2018-12-14,shot,other,31,M,H,Georgetown,MO,False,attack,Other,False
3707,2018-12-14,shot,gun,31,M,W,Riverside,AL,False,other,Not fleeing,False
3708,2018-12-14,shot,knife,36,M,W,San Francisco,CA,False,attack,Not fleeing,False
3709,2018-12-15,shot,gun,36,M,W,Georgetown,NC,False,attack,Not fleeing,False
3710,2018-12-15,shot,gun,40,F,O,Madison,MD,True,attack,Not fleeing,False
3711,2018-12-16,shot,undetermined,31,M,W,Georgetown,NY,False,undetermined,Car,False
3712,2018-12-16,shot,vehicle,32,M,B,Georgetown,TN,True,attack,Foot,False
3713,2018-12-16,shot,gun,50,M,W,Georgetown,WA,False,other,Car,False
3714,2018-12-17,shot,gun,30,M,W,Madison,MI,False,attack,Not fleeing,False
3715,2018-12-17,shot,gun,45,M,B,Sacramento,CA,False,attack,Car,False
3716,2018-12-18,shot,other,36,M,O,Riverside,OH,False,attack,Not fleeing,False
3717,2018-12-18,shot,knife,34,M,B,Los Angeles,CA,False,attack,Car,False
3718,2018-12-18,shot,gun,76,M,H,Dallas,TX,False,attack,Not fleeing,False
3719,2018-12-19,shot,gun,27,M,B,Riverside,GA,False,attack,Not fleeing,False
3720,2018-12-19,shot,gun,70,M,W,Austin,TX,False,attack,Not fleeing,False
3721,2018-12-20,shot,vehicle,55,M,W,Riverside,WI,False,attack,Foot,True
3722,2018-12-20,shot,gun,33,M,B,Riverside,IN,False,other,Not fleeing,False
3723,2018-12-20,shot,gun,55,M,O,Mesa,AZ,False,other,Car,False
3724,2018-12-21,shot,undetermined,19,M,H,Madison,PA,False,attack,Not fleeing,False
3725,2018-12-21,shot,gun,32,M,W,Madison,NY,False,other,Foot,False
3726,2018-12-21,shot,gun,30,F,W,Madison,AL,False,other,Not fleeing,False
3727,2018-12-22,shot,gun,47,M,W,Madison,PA,False,other,Foot,True
3728,2018-12-22,shot,gun,52,M,O,Los Angeles,CA,False,other,Foot,False
3729,2018-12-23,shot,knife,46,M,H,Lincoln,MD,False,attack,Not fleeing,False
3730,2018-12-23,shot,knife,43,M,H,Georgetown,IL,False,attack,Not fleeing,False
3731,2018-12-23,shot,gun,57,M,W,Madison,WA,False,attack,Not fleeing,False
3732,2018-12-24,shot,gun,54,M,B,Lincoln,OR,True,other,Not fleeing,True
3733,2018-12-24,shot,gun,33,M,B,Georgetown,OR,False,attack,Not fleeing,False
3734,2018-12-25,shot,gun,34,M,W,Riverside,WA,False,attack,Foot,True
3735,2018-12-25,shot,gun,52,M,B,Riverside,MO,False,other,Not fleeing,False
3736,2018-12-25,shot,gun,40,M,W,Lincoln,MI,True,undetermined,Not fleeing,False
3737,2018-12-26,shot and Tasered,gun,41,M,W,Phoenix,AZ,False,other,Foot,True
3738,2018-12-26,shot,vehicle,43,M,A,Phoenix,AZ,False,attack,Not fleeing,True
3739,2018-12-27,shot,gun,23,M,H,Austin,TX,True,undetermined,Not fleeing,False
3740,2018-12-27,shot,knife,32,M,W,Springfield,OR,False,other,Not fleeing,False
3741,2018-12-27,shot,gun,48,M,B,Springfield,IL,False,other,Car,False
3742,2018-12-28,shot,knife,32,M,W,San Francisco,CA,False,attack,Not fleeing,False
3743,2018-12-28,shot,vehicle,38,M,H,Springfield,MN,False,undetermined,Not fleeing,False
3744,2018-12-28,shot and Tasered,knife,48,M,H,Springfield,NV,False,attack,Not fleeing,False
3745,2018-12-29,shot,gun,58,F,H,Lincoln,AR,False,attack,Not fleeing,False
3746,2018-12-29,shot,gun,61,M,H,Los Angeles,CA,False,attack,Not fleeing,False
3747,2018-12-30,Tasered,unarmed,62,M,W,Madison,WA,False,other,Not fleeing,False
3748,2018-12-30,shot,gun,39,M,W,Madison,OK,False,other,Not fleeing,True
3749,2018-12-30,shot,gun,37,M,B,Lincoln,NY,False,undetermined,Not fleeing,False
3750,2018-12-31,shot,other,28,M,W,Madison,TN,True,attack,Car,True
3751,2018-12-31,shot,knife,68,M,H,Riverside,AL,False,attack,Car,False
3752,2019-01-01,shot,unarmed,37,M,W,Fort Collins,CO,False,other,Not fleeing,False
3753,2019-01-01,shot,gun,67,M,W,Springfield,AR,False,attack,Not fleeing,False
3754,2019-01-01,shot,gun,45,M,W,San Antonio,TX,False,attack,Not fleeing,False
3755,2019-01-02,Tasered,gun,59,M,O,Orlando,FL,False,attack,Car,False
3756,2019-01-02,shot,knife,40,M,W,Sacramento,CA,False,other,Not fleeing,True
3757,2019-01-03,shot,gun,50,M,B,Fort Collins,CO,False,other,Foot,True
3758,2019-01-03,shot,gun,60,M,W,Springfield,GA,True,attack,Not fleeing,False
3759,2019-01-03,shot,knife,34,M,W,Georgetown,SC,False,attack,Foot,True
3760,2019-01-04,shot and Tasered,gun,62,M,B,Madison,TN,False,attack,Not fleeing,False
3761,2019-01-04,shot,knife,29,M,H,Riverside,NC,False,other,Not fleeing,False
3762,2019-01-04,shot,gun,76,M,B,Lincoln,TN,True,other,Other,False
3763,2019-01-05,shot,gun,43,M,A,San Diego,CA,False,other,Car,True
3764,2019-01-05,shot,gun,32,M,W,Dallas,TX,False,undetermined,Not fleeing,False
3765,2019-01-06,shot,knife,54,M,W,Riverside,PA,False,undetermined,Car,False
3766,2019-01-06,shot,gun,46,M,O,Lincoln,PA,False,attack,Not fleeing,False
3767,2019-01-06,shot,unarmed,23,M,W,Madison,VA,False,other,Car,True
3768,2019-01-07,shot,gun,36,M,B,Riverside,GA,False,other,Not fleeing,False
3769,2019-01-07,shot,gun,29,M,H,Lincoln,NV,False,other,Other,False
3770,2019-01-08,shot,undetermined,30,M,W,Madison,OK,False,undetermined,Not fleeing,False
3771,2019-01-08,shot and Tasered,gun,30,M,H,Madison,WI,False,attack,Not fleeing,False
3772,2019-01-08,shot,gun,49,M,W,Austin,TX,False,attack,Foot,False
3773,2019-01-09,shot,gun,56,M,W,Madison,NY,False,attack,Foot,False
3774,2019-01-09,shot,other,31,M,W,Georgetown,MO,False,attack,Car,False
3775,2019-01-10,shot,vehicle,22,M,H,Riverside,MI,False,other,Car,False
3776,2019-01-10,shot,vehicle,20,M,W,Dallas,TX,False,attack,Foot,False
3777,2019-01-10,shot,gun,83,M,H,Madison,WA,False,other,Car,False
3778,2019-01-11,shot,gun,43,M,O,Fort Collins,CO,True,attack,Foot,False
3779,2019-01-11,shot,gun,54,M,B,Springfield,NY,False,undetermined,Not fleeing,False
3780,2019-01-11,shot,knife,38,M,B,Tampa,FL,False,undetermined,Car,False
3781,2019-01-12,shot,gun,21,M,B,Los Angeles,CA,False,other,Other,False
3782,2019-01-12,shot,gun,47,M,W,Madison,LA,False,attack,Not fleeing,False
3783,2019-01-13,shot,knife,72,M,B,Phoenix,AZ,True,attack,Car,True
3784,2019-01-13,shot,unarmed,33,M,B,San Antonio,TX,False,other,Not fleeing,False
3785,2019-01-13,shot,gun,21,M,O,Scottsdale,AZ,False,undetermined,Car,False
3786,2019-01-14,shot,undetermined,28,F,O,Los Angeles,CA,True,other,Not fleeing,False
3787,2019-01-14,shot,gun,55,M,A,Georgetown,IN,False,other,Foot,False
3788,2019-01-15,shot,gun,46,M,A,Lincoln,LA,False,other,Not fleeing,False
3789,2019-01-15,shot and Tasered,unarmed,62,M,B,Madison,AL,True,other,Not fleeing,False
3790,2019-01-15,shot,gun,41,M,B,Springfield,NC,False,other,Other,False
3791,2019-01-16,shot,other,52,M,A,Riverside,OR,True,other,Not fleeing,False
3792,2019-01-16,shot,gun,35,M,W,Lincoln,OH,True,other,Not fleeing,False
3793,2019-01-17,Tasered,undetermined,28,M,O,Springfield,LA,False,attack,Foot,False
3794,2019-01-17,shot,gun,52,M,W,Lincoln,OH,False,undetermined,Not fleeing,False
3795,2019-01-17,shot,knife,56,M,B,Springfield,IL,False,undetermined,Not fleeing,False
3796,2019-01-18,shot,other,33,M,H,Riverside,LA,True,other,Foot,False
3797,2019-01-18,shot and Tasered,gun,70,M,O,Fort Lauderdale,FL,True,other,Car,False
3798,2019-01-19,shot,gun,70,M,W,Dallas,TX,False,attack,Not fleeing,False
3799,2019-01-19,shot,gun,30,M,H,Madison,MO,False,other,Not fleeing,False
3800,2019-01-19,shot,unarmed,30,M,B,Lincoln,OH,True,undetermined,Foot,False
3801,2019-01-20,Tasered,gun,30,M,W,Oakland,CA,False,other,Car,False
3802,2019-01-20,shot,gun,39,M,H,Lincoln,GA,False,attack,Car,False
3803,2019-01-20,shot,vehicle,36,M,B,Springfield,WA,False,other,Not fleeing,True
3804,2019-01-21,shot,unarmed,26,M,B,Madison,AL,False,attack,Foot,False
3805,2019-01-21,shot,gun,31,M,W,San Diego,CA,False,other,Foot,False
3806,2019-01-22,Tasered,unarmed,21,M,B,Fort Collins,CO,False,undetermined,Not fleeing,False
3807,2019-01-22,shot,gun,22,M,B,Madison,AL,True,attack,Foot,False
3808,2019-01-22,shot,knife,25,M,W,Lincoln,TN,False,attack,Not fleeing,True
3809,2019-01-23,shot,gun,81,M,W,Phoenix,AZ,False,attack,Not fleeing,False
3810,2019-01-23,shot,gun,77,M,O,Springfield,AR,False,attack,Not fleeing,False
3811,2019-01-24,shot,unarmed,53,F,B,Lincoln,OH,False,attack,Car,False
3812,2019-01-24,shot,gun,33,M,H,Riverside,WA,True,other,Not fleeing,False
3813,2019-01-24,shot,gun,25,M,W,Riverside,MN,False,undetermined,Not fleeing,True
3814,2019-01-25,shot,knife,41,M,W,Springfield,IN,False,other,Car,False
3815,2019-01-25,shot and Tasered,knife,48,M,W,Boulder,CO,False,attack,Foot,False
3816,2019-01-26,shot,gun,32,M,W,Dallas,TX,True,other,Not fleeing,False
3817,2019-01-26,shot,vehicle,47,M,B,Scottsdale,AZ,True,other,Not fleeing,False
3818,2019-01-26,shot,knife,28,M,B,Los Angeles,CA,False,other,Car,True
3819,2019-01-27,shot,unarmed,33,M,B,San Diego,CA,False,undetermined,Foot,False
3820,2019-01-27,shot,gun,37,M,W,Madison,GA,False,undetermined,Not fleeing,True
3821,2019-01-27,shot,gun,78,M,B,Riverside,IN,False,attack,Car,False
3822,2019-01-28,shot,gun,31,M,W,Georgetown,NM,False,undetermined,Not fleeing,True
3823,2019-01-28,shot,gun,48,M,W,Riverside,WA,False,other,Not fleeing,False
3824,2019-01-29,shot and Tasered,gun,29,M,O,Georgetown,LA,False,attack,Not fleeing,False
3825,2019-01-29,shot,gun,28,M,B,San Francisco,CA,False,other,Car,False
3826,2019-01-29,shot,undetermined,32,M,B,San Antonio,TX,False,other,Not fleeing,False
3827,2019-01-30,shot,undetermined,41,M,W,Oakland,CA,False,other,Not fleeing,False
3828,2019-01-30,shot,gun,73,M,N,Madison,MD,False,other,Foot,False
3829,2019-01-31,shot and Tasered,gun,33,M,B,Austin,TX,False,undetermined,Not fleeing,False
3830,2019-01-31,shot,gun,56,M,H,Lincoln,MS,False,undetermined,Not fleeing,True
3831,2019-01-31,shot,gun,80,M,W,Springfield,PA,False,attack,Not fleeing,False
3832,2019-02-01,shot,undetermined,45,M,O,Tampa,FL,False,undetermined,Not fleeing,False
3833,2019-02-01,shot,gun,60,M,H,San Antonio,TX,False,other,Car,False
3834,2019-02-02,shot,unarmed,31,F,H,Springfield,PA,False,undetermined,Not fleeing,True
3835,2019-02-02,shot and Tasered,gun,47,M,W,Lincoln,OR,False,other,Car,False
3836,2019-02-02,shot,knife,52,M,W,Lincoln,NV,False,undetermined,Not fleeing,False
3837,2019-02-03,shot,knife,26,M,W,Boulder,CO,False,attack,Not fleeing,False
3838,2019-02-03,shot,gun,30,M,W,Georgetown,MO,False,undetermined,Not fleeing,False
3839,2019-02-03,shot,gun,37,M,H,Scottsdale,AZ,True,attack,Other,True
3840,2019-02-04,shot,unarmed,32,F,W,Riverside,MI,False,undetermined,Foot,False
3841,2019-02-04,shot,gun,38,M,W,Madison,IL,True,undetermined,Not fleeing,False
3842,2019-02-05,shot,gun,25,M,W,Georgetown,PA,False,attack,Not fleeing,False
3843,2019-02-05,shot,gun,76,M,W,Riverside,NC,False,undetermined,Not fleeing,True
3844,2019-02-05,shot,gun,58,M,W,Georgetown,PA,True,other,Not fleeing,True
3845,2019-02-06,shot,gun,85,M,H,Denver,CO,False,undetermined,Not fleeing,False
3846,2019-02-06,shot,gun,27,M,B,San Diego,CA,True,attack,Car,False
3847,2019-02-07,shot and Tasered,other,48,F,W,Georgetown,GA,False,other,Not fleeing,False
3848,2019-02-07,shot,gun,32,M,W,Lincoln,KY,False,attack,Car,False
3849,2019-02-07,shot,gun,28,M,W,Springfield,PA,False,attack,Not fleeing,False
3850,2019-02-08,shot,gun,57,M,W,Los Angeles,CA,True,other,Car,False
3851,2019-02-08,shot,gun,42,M,B,Lincoln,NM,False,attack,Car,False
3852,2019-02-09,shot,knife,36,M,H,Miami,FL,True,undetermined,Car,False
3853,2019-02-09,shot,other,45,M,H,Tampa,FL,False,other,Foot,False
3854,2019-02-09,shot and Tasered,vehicle,30,M,H,Tempe,AZ,True,attack,Foot,False
3855,2019-02-10,shot and Tasered,gun,30,M,W,Springfield,LA,False,attack,Car,False
3856,2019-02-10,shot,gun,32,M,O,Madison,NY,False,attack,Not fleeing,False
3857,2019-02-10,shot,gun,61,M,H,Lincoln,OH,False,attack,Not fleeing,False
3858,2019-02-11,shot,gun,59,M,N,Georgetown,NV,True,other,Foot,False
3859,2019-02-11,shot,gun,27,M,W,Scottsdale,AZ,False,undetermined,Car,False
3860,2019-02-12,shot,vehicle,75,M,O,Georgetown,VA,True,other,Not fleeing,False
3861,2019-02-12,shot,gun,40,M,H,Houston,TX,False,other,Not fleeing,False
3862,2019-02-12,shot,gun,48,M,H,Springfield,VA,True,attack,Car,False
3863,2019-02-13,shot,unarmed,32,M,W,Georgetown,TN,False,other,Other,False
3864,2019-02-13,shot,other,41,F,H,Madison,OK,False,other,Not fleeing,False
3865,2019-02-14,shot and Tasered,gun,28,M,O,Madison,OH,True,other,Foot,False
3866,2019-02-14,shot,gun,31,M,B,Madison,TN,True,other,Not fleeing,False
3867,2019-02-14,shot,vehicle,55,M,B,San Francisco,CA,False,attack,Not fleeing,False
3868,2019-02-15,shot,gun,56,M,O,Madison,MS,False,attack,Not fleeing,False
3869,2019-02-15,shot,other,48,M,W,Los Angeles,CA,False,attack,Not fleeing,False
3870,2019-02-16,shot,gun,35,M,B,Dallas,TX,False,undetermined,Not fleeing,False
3871,2019-02-16,shot,gun,26,M,B,Madison,LA,False,attack,Not fleeing,False
3872,2019-02-16,shot,gun,64,M,O,Springfield,IL,False,other,Not fleeing,False
3873,2019-02-17,shot,gun,57,M,W,San Francisco,CA,True,attack,Not fleeing,False
3874,2019-02-17,shot,vehicle,23,M,B,Springfield,KY,True,attack,Not fleeing,False
3875,2019-02-17,shot,vehicle,56,M,B,Georgetown,MN,False,other,Other,False
3876,2019-02-18,shot,undetermined,36,M,H,Springfield,MO,False,attack,Not fleeing,False
3877,2019-02-18,shot,gun,52,M,B,Riverside,OH,False,undetermined,Not fleeing,False
3878,2019-02-19,shot,vehicle,25,M,N,Madison,IL,False,undetermined,Not fleeing,False
3879,2019-02-19,shot,unarmed,32,M,O,Tucson,AZ,True,other,Not fleeing,False
3880,2019-02-19,shot,unarmed,42,M,W,Madison,OH,False,other,Not fleeing,False
3881,2019-02-20,shot,gun,76,F,W,Madison,KY,True,undetermined,Not fleeing,False
3882,2019-02-20,shot,knife,42,M,W,Lincoln,WI,False,other,Car,False
3883,2019-02-21,shot,gun,60,M,W,Georgetown,KY,False,other,Not fleeing,True
3884,2019-02-21,shot,knife,44,M,B,Jacksonville,FL,False,attack,Not fleeing,False
3885,2019-02-21,shot,gun,44,M,N,Orlando,FL,False,other,Not fleeing,False
3886,2019-02-22,shot,knife,49,M,H,Scottsdale,AZ,False,attack,Not fleeing,False
3887,2019-02-22,shot,knife,40,M,W,Madison,NC,True,attack,Foot,False
3888,2019-02-23,shot,gun,55,M,W,Tucson,AZ,False,attack,Not fleeing,False
3889,2019-02-23,shot,gun,28,M,B,Fort Collins,CO,False,other,Not fleeing,True
3890,2019-02-23,shot,gun,40,M,B,Springfield,PA,True,attack,Not fleeing,False
3891,2019-02-24,shot,vehicle,79,M,W,Georgetown,MD,False,attack,Car,False
3892,2019-02-24,shot,knife,61,M,A,Springfield,IL,False,other,Not fleeing,False
3893,2019-02-25,shot,gun,46,M,O,Riverside,AL,False,other,Not fleeing,False
3894,2019-02-25,shot,knife,58,M,W,Sacramento,CA,False,attack,Foot,False
3895,2019-02-25,shot,gun,70,M,A,San Diego,CA,False,other,Car,True
3896,2019-02-26,shot,gun,22,M,W,Lincoln,VA,False,attack,Not fleeing,False
3897,2019-02-26,shot and Tasered,gun,37,M,H,Riverside,NY,False,undetermined,Car,False
3898,2019-02-26,shot,gun,32,M,B,Riverside,LA,False,attack,Not fleeing,False
3899,2019-02-27,shot,knife,26,M,W,San Francisco,CA,False,attack,Not fleeing,False
3900,2019-02-27,shot,other,84,M,O,Orlando,FL,True,undetermined,Foot,False
3901,2019-02-28,shot,gun,50,M,B,Lincoln,PA,True,attack,Not fleeing,False
3902,2019-02-28,shot,undetermined,57,M,H,Springfield,MS,False,attack,Foot,False
3903,2019-02-28,shot,knife,33,F,W,Madison,KY,True,attack,Foot,True
3904,2019-03-01,shot,gun,37,M,W,Madison,WA,False,attack,Foot,True
3905,2019-03-01,shot,gun,41,M,W,Georgetown,NY,False,other,Not fleeing,False
3906,2019-03-02,shot and Tasered,knife,47,M,B,Riverside,AR,True,other,Not fleeing,False
3907,2019-03-02,shot,knife,54,M,B,Riverside,NY,False,other,Not fleeing,False
3908,2019-03-02,shot,gun,23,M,W,Riverside,WA,False,undetermined,Car,False
3909,2019-03-03,shot,gun,52,M,H,Springfield,OR,False,other,Not fleeing,True
3910,2019-03-03,shot,undetermined,38,M,H,Riverside,VA,False,other,Not fleeing,False
3911,2019-03-04,shot,gun,71,M,H,Georgetown,OR,True,attack,Car,False
3912,2019-03-04,shot,unarmed,65,M,B,Fort Lauderdale,FL,False,other,Not fleeing,False
3913,2019-03-04,shot,gun,45,M,N,Springfield,WA,False,attack,Not fleeing,True
3914,2019-03-05,shot,gun,41,M,B,Riverside,AR,False,attack,Not fleeing,False
3915,2019-03-05,shot,gun,37,M,B,Sacramento,CA,False,other,Not fleeing,False
3916,2019-03-05,shot,gun,47,M,W,Lincoln,SC,False,attack,Car,False
3917,2019-03-06,shot,gun,64,M,W,San Antonio,TX,False,attack,Not fleeing,False
3918,2019-03-06,shot,gun,42,M,W,Springfield,SC,False,other,Not fleeing,True
3919,2019-03-07,shot,vehicle,34,M,B,Lincoln,MO,False,attack,Foot,False
3920,2019-03-07,Tasered,gun,41,M,W,San Antonio,TX,True,other,Not fleeing,False
3921,2019-03-07,shot,knife,46,F,W,Georgetown,OH,False,undetermined,Car,False
3922,2019-03-08,Tasered,unarmed,28,M,H,Madison,OK,False,attack,Not fleeing,True
3923,2019-03-08,shot,unarmed,26,M,W,Riverside,PA,False,attack,Not fleeing,False
3924,2019-03-09,shot,gun,34,M,W,Riverside,NC,True,undetermined,Foot,True
3925,2019-03-09,shot,knife,71,M,W,Georgetown,OR,False,other,Not fleeing,False
3926,2019-03-09,shot,knife,63,F,H,Springfield,WA,False,attack,Not fleeing,False
3927,2019-03-10,shot,gun,24,M,W,Riverside,WA,False,attack,Not fleeing,False
3928,2019-03-10,shot,gun,30,M,B,San Francisco,CA,False,other,Not fleeing,False
3929,2019-03-11,shot,gun,53,M,B,Madison,KY,False,other,Not fleeing,True
3930,2019-03-11,shot,gun,35,M,B,San Antonio,TX,True,attack,Not fleeing,False
3931,2019-03-11,shot,unarmed,48,M,B,Madison,NY,False,attack,Not fleeing,False
3932,2019-03-12,shot and Tasered,undetermined,25,M,H,Lincoln,SC,False,other,Not fleeing,False
3933,2019-03-12,shot,knife,41,M,W,Fort Worth,TX,False,other,Other,False
3934,2019-03-12,shot,gun,40,M,W,Springfield,NY,False,attack,Not fleeing,False
3935,2019-03-13,shot,other,57,M,W,Tampa,FL,False,undetermined,Foot,True
3936,2019-03-13,shot,gun,47,M,W,Springfield,MD,True,attack,Not fleeing,False
3937,2019-03-14,shot and Tasered,gun,43,M,W,Madison,LA,False,attack,Foot,False
3938,2019-03-14,shot,unarmed,23,M,W,Riverside,MS,False,attack,Not fleeing,False
3939,2019-03-14,shot,gun,80,M,B,Springfield,OR,True,other,Foot,False
3940,2019-03-15,shot,gun,52,M,B,Lincoln,TN,False,undetermined,Car,False
3941,2019-03-15,shot,vehicle,32,M,W,Madison,NV,True,attack,Not fleeing,False
3942,2019-03-16,shot,undetermined,43,M,H,Georgetown,NY,True,attack,Not fleeing,False
3943,2019-03-16,shot,gun,36,M,W,Riverside,GA,False,other,Car,False
3944,2019-03-16,shot,vehicle,38,M,W,Madison,TN,False,other,Foot,True
3945,2019-03-17,shot and Tasered,gun,62,M,B,Springfield,OR,False,attack,Not fleeing,True
3946,2019-03-17,shot and Tasered,knife,30,M,W,Madison,NC,True,undetermined,Not fleeing,False
3947,2019-03-18,shot,gun,53,M,W,Tucson,AZ,False,other,Not fleeing,False
3948,2019-03-18,shot,other,63,M,W,Georgetown,GA,False,attack,Foot,False
3949,2019-03-18,shot,undetermined,50,M,O,Georgetown,NC,False,attack,Not fleeing,False
3950,2019-03-19,shot,gun,39,M,H,Oakland,CA,False,other,Not fleeing,False
3951,2019-03-19,shot,undetermined,31,M,W,Riverside,WA,False,other,Not fleeing,False
3952,2019-03-19,shot,undetermined,33,M,H,Madison,OH,False,attack,Car,False
3953,2019-03-20,shot,gun,43,M,H,Riverside,MO,False,other,Car,True
3954,2019-03-20,shot,other,42,M,B,Colorado Springs,CO,False,attack,Not fleeing,True
3955,2019-03-21,shot,other,55,M,H,Madison,MO,False,attack,Not fleeing,False
3956,2019-03-21,shot,gun,25,M,W,Lincoln,NM,False,other,Not fleeing,False
3957,2019-03-21,shot,gun,62,M,W,Georgetown,WI,False,other,Not fleeing,False
3958,2019-03-22,shot,gun,85,M,B,Springfield,LA,True,other,Foot,False
3959,2019-03-22,shot,gun,40,M,B,Los Angeles,CA,True,attack,Not fleeing,False
3960,2019-03-23,shot,gun,38,M,B,Madison,WI,True,attack,Not fleeing,False
3961,2019-03-23,shot,gun,39,M,B,Springfield,NV,True,undetermined,Not fleeing,False
3962,2019-03-23,shot,other,42,M,O,Scottsdale,AZ,False,attack,Not fleeing,False
3963,2019-03-24,shot,vehicle,37,M,N,Dallas,TX,False,other,Not fleeing,False
3964,2019-03-24,shot,undetermined,22,M,A,Fort Worth,TX,False,attack,Car,False
3965,2019-03-25,shot,other,39,M,H,Houston,TX,False,other,Foot,False
3966,2019-03-25,shot,gun,43,M,O,Los Angeles,CA,False,other,Not fleeing,False
